 sp           544.85,7.13,831.25    14.27    255,255,0    0.05    0.98    1.21
 sp           657.17,1.67,-445.84    3.33    255,255,0    0.43    0.70    2.31
 sp           -659.74,3.78,-585.53    7.55    255,255,0    0.77    0.62    2.10
 sp           -25.82,9.53,220.82    19.06    255,255,0    0.02    0.37    1.28
 sp           558.46,7.08,163.46    14.17    255,255,0    0.15    0.75    1.20
 sp           217.96,1.21,135.94    2.42    255,255,0    0.75    0.40    1.45
 sp           641.05,1.04,648.46    2.07    255,255,0    0.69    0.99    1.32
 sp           471.83,4.95,-488.60    9.89    255,255,0    0.68    0.28    2.22
 sp           92.30,2.24,-577.49    4.48    255,255,0    0.68    0.14    1.98
 sp           450.96,3.01,495.59    6.02    255,255,0    0.75    0.49    1.93
 sp           -901.70,5.00,-370.25    10.00    255,255,0    0.05    0.01    1.66
 sp           -815.02,5.17,484.27    10.33    255,255,0    0.53    0.43    2.11
 sp           469.19,1.07,684.29    2.15    255,255,0    0.87    0.52    1.22
 sp           55.87,9.05,-508.75    18.11    255,255,0    0.75    0.99    1.58
 sp           -257.30,7.34,-912.91    14.67    255,255,0    0.82    0.10    2.07
 sp           -491.71,7.45,-277.37    14.90    255,255,0    0.46    0.45    1.69
 sp           -60.95,5.88,867.16    11.77    255,255,0    0.62    0.46    2.18
 sp           800.67,8.44,168.46    16.87    255,255,0    0.60    0.40    2.38
 sp           -20.84,7.51,-921.02    15.01    255,255,0    0.37    0.70    1.07
 sp           108.73,1.99,-669.29    3.99    255,255,0    0.58    0.63    1.07
 sp           -760.82,5.55,-497.28    11.10    255,255,0    0.91    0.76    2.08
 sp           33.75,7.32,-465.51    14.64    255,255,0    0.44    0.58    1.53
 sp           448.50,5.24,225.57    10.49    255,255,0    0.46    0.10    1.77
 sp           -629.59,2.94,-47.32    5.87    255,255,0    0.23    0.03    1.57
 sp           -310.15,1.14,215.23    2.28    255,255,0    0.39    0.73    1.40
 sp           788.83,1.26,270.22    2.53    255,255,0    0.61    0.33    2.04
 sp           -108.44,3.31,-61.68    6.61    255,255,0    0.96    0.65    2.10
 sp           104.88,4.34,-532.40    8.68    255,255,0    0.57    0.62    1.15
 sp           -65.91,3.83,-920.05    7.66    255,255,0    0.20    0.21    1.31
 sp           -134.97,6.19,-666.75    12.39    255,255,0    0.17    0.03    2.06
 sp           -550.06,7.77,172.61    15.54    255,255,0    0.13    0.10    1.62
 sp           -378.28,1.47,-683.33    2.95    255,255,0    0.50    0.37    1.20
 sp           -676.14,2.58,672.08    5.16    255,255,0    0.48    0.04    1.58
 sp           -766.19,5.36,-333.43    10.72    255,255,0    0.18    0.77    1.98
 sp           -78.62,3.41,-686.71    6.82    255,255,0    0.21    0.28    1.55
 sp           256.69,5.75,188.33    11.50    255,255,0    0.68    0.10    2.34
 sp           633.66,7.59,-484.19    15.19    255,255,0    0.99    0.73    2.15
 sp           -239.40,7.91,-171.87    15.81    255,255,0    0.53    0.53    1.15
 sp           335.24,8.18,-76.99    16.37    255,255,0    0.35    0.92    2.43
 sp           232.95,3.14,-729.71    6.29    255,255,0    0.99    0.76    2.25
 sp           26.76,9.36,-110.93    18.71    255,255,0    0.41    0.26    1.28
 sp           822.25,4.01,268.50    8.02    255,255,0    0.68    0.17    2.30
 sp           558.80,6.16,-633.25    12.32    255,255,0    0.65    0.85    1.05
 sp           -111.54,9.61,-600.23    19.23    255,255,0    0.40    0.82    1.14
 sp           -60.62,3.70,-369.00    7.40    255,255,0    0.40    0.73    1.84
 sp           168.56,8.34,736.29    16.68    255,255,0    0.50    0.78    1.67
 sp           678.93,6.55,-84.22    13.10    255,255,0    0.71    0.24    2.20
 sp           -459.41,7.00,453.23    14.01    255,255,0    0.36    0.36    1.70
 sp           -563.68,8.06,667.26    16.12    255,255,0    0.52    0.23    1.77
 sp           790.95,2.42,-358.44    4.84    255,255,0    0.35    0.16    1.92
 sp           523.01,7.62,-712.58    15.25    255,255,0    0.41    0.46    1.10
 sp           -632.20,2.97,652.53    5.95    255,255,0    0.69    0.91    1.05
 sp           396.37,5.73,740.28    11.46    255,255,0    0.43    0.28    2.47
 sp           -4.57,7.39,90.92    14.77    255,255,0    0.29    0.48    2.20
 sp           -116.19,1.96,749.49    3.93    255,255,0    0.43    0.06    2.40
 sp           368.50,6.77,650.16    13.54    255,255,0    0.04    0.06    2.18
 sp           113.27,9.07,800.93    18.14    255,255,0    0.94    0.60    2.15
 sp           -72.82,1.45,-934.30    2.89    255,255,0    0.45    0.53    1.89
 sp           -689.16,1.63,636.81    3.27    255,255,0    0.95    0.26    2.42
 sp           -876.24,1.03,379.82    2.07    255,255,0    1.00    0.34    2.13
 sp           -47.36,6.73,-873.13    13.46    255,255,0    0.26    0.62    1.81
 sp           -676.94,2.22,116.66    4.44    255,255,0    0.93    0.02    1.25
 sp           146.16,5.66,246.43    11.32    255,255,0    0.64    0.58    2.17
 sp           177.61,5.21,279.59    10.42    255,255,0    0.59    0.64    2.21
 sp           -301.46,8.47,-59.82    16.94    255,255,0    0.93    0.95    2.34
 sp           135.26,5.62,-577.96    11.24    255,255,0    0.10    0.37    1.11
 sp           -518.78,1.84,-397.71    3.68    255,255,0    0.41    0.28    1.84
 sp           252.29,7.86,-8.18    15.73    255,255,0    0.40    0.08    1.60
 sp           743.91,1.34,354.80    2.67    255,255,0    0.68    0.03    1.76
 sp           17.03,5.09,915.20    10.17    255,255,0    0.40    0.53    2.00
 sp           -839.17,6.56,-440.17    13.12    255,255,0    0.64    0.39    1.71
 sp           72.50,7.41,-44.37    14.83    255,255,0    0.99    0.88    1.36
 sp           310.32,8.81,589.49    17.62    255,255,0    0.69    0.78    2.11
 sp           298.55,4.66,7.58    9.32    255,255,0    0.12    0.33    1.63
 sp           239.67,6.20,-49.22    12.40    255,255,0    0.33    0.47    1.69
 sp           140.36,3.27,-758.51    6.54    255,255,0    0.44    0.81    1.05
 sp           -610.34,4.60,-11.91    9.19    255,255,0    0.60    0.61    2.09
 sp           726.09,6.03,671.75    12.07    255,255,0    0.99    0.70    1.75
 sp           -812.69,9.76,-358.83    19.53    255,255,0    0.67    0.65    1.66
 sp           -742.39,6.04,-553.70    12.08    255,255,0    0.38    0.66    1.56
 sp           -170.77,2.96,675.20    5.93    255,255,0    0.31    0.03    2.07
 sp           419.48,3.93,268.12    7.87    255,255,0    0.44    0.66    1.04
 sp           -823.56,8.75,40.22    17.50    255,255,0    0.65    0.51    1.84
 sp           -708.31,8.94,214.93    17.88    255,255,0    0.12    0.28    1.80
 sp           117.95,7.83,-184.60    15.65    255,255,0    0.12    0.79    1.63
 sp           -14.80,3.32,-593.52    6.63    255,255,0    0.71    0.51    1.43
 sp           -153.50,9.31,-553.47    18.63    255,255,0    0.75    0.66    1.87
 sp           548.78,1.91,501.78    3.82    255,255,0    0.64    0.40    1.92
 sp           -605.38,3.00,88.39    6.00    255,255,0    0.08    0.66    1.75
 sp           230.25,9.18,-554.42    18.36    255,255,0    0.37    0.34    2.05
 sp           -898.70,4.73,90.74    9.46    255,255,0    0.34    0.97    1.96
 sp           -471.69,3.70,435.59    7.40    255,255,0    0.85    0.49    1.08
 sp           121.45,9.94,-350.06    19.88    255,255,0    0.78    0.40    1.99
 sp           -614.18,3.00,-213.01    6.00    255,255,0    0.89    0.19    1.08
 sp           582.10,6.42,-525.00    12.83    255,255,0    0.21    0.58    1.86
 sp           685.47,3.59,684.05    7.19    255,255,0    0.14    0.69    2.17
 sp           -612.19,9.17,265.98    18.35    255,255,0    0.64    0.19    1.35
 sp           273.72,6.74,953.34    13.48    255,255,0    0.29    0.26    1.99
 sp           -651.13,1.46,-92.66    2.92    255,255,0    0.40    0.34    1.36
 sp           -890.20,1.48,-319.32    2.96    255,255,0    0.63    0.18    2.34
 sp           827.44,6.24,-348.11    12.48    255,255,0    0.69    0.52    1.32
 sp           204.74,4.68,-673.73    9.36    255,255,0    0.84    0.80    1.58
 sp           -53.37,6.82,-811.49    13.64    255,255,0    0.13    0.27    1.15
 sp           -159.82,6.21,-763.63    12.43    255,255,0    0.90    0.17    2.38
 sp           688.67,4.86,424.44    9.72    255,255,0    0.43    0.41    2.42
 sp           -125.83,1.05,-364.78    2.11    255,255,0    0.08    0.45    1.41
 sp           256.24,1.52,-898.49    3.04    255,255,0    0.21    0.95    1.35
 sp           317.12,2.33,-667.26    4.67    255,255,0    0.61    0.81    1.24
 sp           437.56,1.01,719.65    2.02    255,255,0    0.63    0.30    1.48
 sp           822.02,4.58,128.83    9.17    255,255,0    0.85    0.19    1.67
 sp           817.58,4.56,-200.03    9.11    255,255,0    0.14    0.53    1.44
 sp           -661.14,1.27,513.96    2.54    255,255,0    0.91    0.42    1.29
 sp           -567.02,8.78,482.85    17.57    255,255,0    0.22    0.37    1.24
 sp           73.54,5.88,-983.46    11.76    255,255,0    0.30    0.92    1.16
 sp           404.93,3.69,540.17    7.39    255,255,0    0.15    0.68    2.05
 sp           867.72,5.81,-213.69    11.63    255,255,0    0.10    0.93    1.81
 sp           276.03,5.16,-531.59    10.32    255,255,0    0.74    0.94    1.35
 sp           939.56,7.46,-56.05    14.93    255,255,0    0.95    0.34    1.93
 sp           547.28,7.77,-55.51    15.53    255,255,0    0.94    0.41    1.22
 sp           -45.89,3.21,769.13    6.42    255,255,0    0.71    0.93    1.50
 sp           -297.87,4.97,283.63    9.93    255,255,0    0.07    0.59    2.17
 sp           374.07,2.65,894.11    5.30    255,255,0    0.26    0.72    1.98
 sp           88.97,6.29,241.00    12.58    255,255,0    0.79    0.33    1.77
 sp           -814.38,8.47,-395.87    16.94    255,255,0    0.53    0.37    1.64
 sp           -373.24,4.35,-883.09    8.70    255,255,0    0.50    0.32    1.14
 sp           -572.68,8.91,-4.33    17.82    255,255,0    0.78    0.73    1.03
 sp           545.05,3.04,-430.09    6.07    255,255,0    0.60    0.82    1.90
 sp           -199.81,9.80,256.72    19.60    255,255,0    0.49    0.78    1.47
 sp           -755.41,5.92,542.22    11.84    255,255,0    0.14    0.25    2.24
 sp           822.06,2.69,-443.11    5.38    255,255,0    0.51    0.31    1.48
 sp           -670.84,9.53,412.82    19.06    255,255,0    0.14    0.20    2.09
 sp           -83.95,7.50,-114.67    15.00    255,255,0    0.27    0.56    1.74
 sp           635.51,7.70,419.50    15.40    255,255,0    0.64    0.50    1.10
 sp           67.95,9.70,-483.24    19.40    255,255,0    0.62    0.94    1.96
 sp           -650.05,3.05,-274.23    6.09    255,255,0    0.49    0.53    2.40
 sp           784.64,2.27,-201.25    4.53    255,255,0    0.39    0.22    2.28
 sp           903.25,3.65,335.75    7.30    255,255,0    0.89    0.11    2.45
 sp           188.72,5.43,-655.49    10.85    255,255,0    0.74    0.56    2.06
 sp           -12.03,2.30,140.58    4.60    255,255,0    0.26    0.52    2.22
 sp           39.48,2.82,-148.37    5.64    255,255,0    0.61    0.02    1.56
 sp           -791.68,9.39,510.65    18.78    255,255,0    0.81    0.34    1.93
 sp           -315.46,5.91,629.94    11.81    255,255,0    0.31    0.90    1.59
 sp           -429.28,9.65,-202.21    19.31    255,255,0    0.43    0.66    1.73
 sp           -515.77,9.02,-569.80    18.03    255,255,0    0.16    0.73    1.47
 sp           -413.26,7.37,291.38    14.74    255,255,0    0.80    0.99    1.78
 sp           464.16,8.44,175.66    16.88    255,255,0    0.69    0.02    1.73
 sp           -646.28,7.31,-480.51    14.62    255,255,0    0.07    0.42    1.65
 sp           441.07,3.11,62.19    6.22    255,255,0    0.81    0.20    1.75
 sp           -509.17,2.30,-5.13    4.61    255,255,0    0.95    0.29    1.20
 sp           -48.41,4.92,268.33    9.83    255,255,0    0.90    0.37    1.03
 sp           459.73,1.37,-880.49    2.73    255,255,0    0.22    0.24    1.45
 sp           -725.81,1.41,-182.88    2.83    255,255,0    0.37    0.22    1.37
 sp           741.49,7.73,-67.11    15.45    255,255,0    0.02    0.42    1.06
 sp           212.76,1.91,57.20    3.81    255,255,0    0.65    0.74    1.51
 sp           -535.06,9.63,49.67    19.26    255,255,0    0.48    0.40    1.64
 sp           -459.20,7.66,118.53    15.33    255,255,0    0.95    0.14    1.81
 sp           -826.10,8.31,-207.93    16.63    255,255,0    0.42    0.34    1.71
 sp           -733.19,2.52,-131.41    5.04    255,255,0    0.09    0.92    1.85
 sp           36.10,9.78,-707.00    19.56    255,255,0    0.36    0.42    1.80
 sp           -792.77,7.10,-275.86    14.19    255,255,0    0.64    0.35    1.64
 sp           421.23,8.40,-129.60    16.80    255,255,0    0.52    0.86    1.25
 sp           -734.22,8.36,-91.82    16.71    255,255,0    0.30    0.55    2.10
 sp           683.36,3.68,-144.40    7.35    255,255,0    0.38    0.53    1.99
 sp           -394.49,3.72,-183.98    7.44    255,255,0    0.47    0.41    1.34
 sp           299.59,5.94,789.74    11.87    255,255,0    0.03    0.03    1.00
 sp           167.94,6.52,-608.63    13.05    255,255,0    0.46    0.04    1.06
 sp           523.60,6.16,-172.36    12.31    255,255,0    0.42    0.47    2.12
 sp           -142.18,6.69,895.94    13.38    255,255,0    0.87    0.25    1.06
 sp           -651.59,5.01,438.76    10.03    255,255,0    0.40    0.37    1.51
 sp           900.87,4.32,-196.14    8.64    255,255,0    0.95    0.25    2.05
 sp           461.02,8.32,-33.25    16.63    255,255,0    0.48    0.91    2.14
 sp           -780.34,1.10,568.16    2.21    255,255,0    0.15    0.96    2.10
 sp           192.03,1.90,-279.48    3.80    255,255,0    0.94    0.31    1.75
 sp           -388.60,7.79,-472.63    15.57    255,255,0    0.00    0.77    1.88
 sp           -651.51,4.92,539.51    9.84    255,255,0    0.99    0.25    1.52
 sp           495.56,2.19,-285.33    4.38    255,255,0    0.76    0.51    1.14
 sp           -19.76,5.06,-793.46    10.11    255,255,0    0.59    0.04    2.14
 sp           -815.75,1.22,-308.10    2.45    255,255,0    0.85    0.35    2.19
 sp           -347.98,7.41,-846.23    14.81    255,255,0    0.28    0.25    1.72
 sp           428.00,7.56,-523.69    15.12    255,255,0    0.06    0.99    1.13
 sp           -611.96,6.34,490.38    12.69    255,255,0    0.28    0.24    2.05
 sp           -7.53,1.75,835.18    3.50    255,255,0    0.52    0.76    1.65
 sp           969.04,7.82,50.96    15.64    255,255,0    0.70    0.80    1.01
 sp           173.57,2.92,-883.72    5.84    255,255,0    0.28    0.79    1.06
 sp           -564.86,5.00,-785.91    10.01    255,255,0    0.98    0.80    1.37
 sp           -72.84,2.08,762.22    4.16    255,255,0    0.44    0.47    1.27
 sp           387.32,3.35,544.72    6.69    255,255,0    0.65    0.88    1.11
 sp           -259.98,2.74,-173.79    5.49    255,255,0    0.29    0.63    1.45
 sp           468.79,1.94,211.69    3.87    255,255,0    0.98    0.59    1.13
 sp           499.32,9.76,641.01    19.52    255,255,0    0.10    0.28    2.28
 sp           -567.90,3.90,451.32    7.80    255,255,0    0.39    0.38    1.11
 sp           -268.81,8.61,-851.58    17.23    255,255,0    0.63    0.72    2.08
 sp           394.79,2.22,-811.50    4.44    255,255,0    0.89    0.38    2.15
 sp           -616.37,4.35,-763.78    8.69    255,255,0    0.30    0.10    2.44
 sp           -291.67,1.60,893.71    3.19    255,255,0    0.21    0.16    2.19
 sp           61.03,2.55,114.38    5.10    255,255,0    0.60    0.92    1.37
 sp           -99.52,9.74,98.04    19.48    255,255,0    0.17    0.25    1.10
 sp           -384.15,5.04,-725.01    10.08    255,255,0    0.07    0.33    1.85
 sp           -108.20,7.01,250.36    14.03    255,255,0    0.41    0.01    1.78
 sp           -620.59,5.19,-279.21    10.39    255,255,0    0.26    0.57    1.94
 sp           -559.44,1.98,407.01    3.96    255,255,0    0.47    0.15    1.99
 sp           5.94,1.38,268.40    2.75    255,255,0    0.95    0.71    1.56
 sp           -626.01,1.02,123.29    2.04    255,255,0    0.71    0.75    1.54
 sp           507.31,2.93,-639.65    5.86    255,255,0    0.66    0.68    2.27
 sp           399.37,6.01,269.93    12.02    255,255,0    0.07    0.15    2.07
 sp           -865.98,3.45,-318.50    6.91    255,255,0    0.07    0.05    1.04
 sp           -135.26,1.28,-562.20    2.56    255,255,0    0.36    0.02    1.13
 sp           -302.25,1.87,-296.76    3.74    255,255,0    0.62    0.42    1.22
 sp           353.58,4.44,-564.96    8.88    255,255,0    0.76    0.61    1.58
 sp           -750.01,5.43,484.08    10.85    255,255,0    0.23    0.76    1.52
 sp           26.93,8.76,984.06    17.52    255,255,0    0.48    0.07    1.11
 sp           -833.28,4.25,421.73    8.49    255,255,0    0.84    0.06    2.07
 sp           872.97,2.20,362.52    4.40    255,255,0    0.08    0.33    2.48
 sp           -114.10,2.84,-992.87    5.68    255,255,0    0.83    0.77    2.23
 sp           -570.55,6.03,783.50    12.06    255,255,0    0.71    0.12    1.48
 sp           -292.41,2.39,-923.60    4.78    255,255,0    0.07    0.97    2.25
 sp           -626.91,2.49,-4.19    4.99    255,255,0    0.39    0.32    2.40
 sp           -583.99,8.42,76.15    16.84    255,255,0    0.77    0.24    2.42
 sp           -206.56,7.26,-567.40    14.51    255,255,0    0.78    0.21    2.34
 sp           -746.41,3.89,228.93    7.78    255,255,0    0.95    0.38    1.85
 sp           793.60,8.78,-65.24    17.57    255,255,0    0.48    0.86    1.12
 sp           -656.58,3.62,289.33    7.23    255,255,0    0.07    0.52    2.28
 sp           994.82,5.35,99.36    10.70    255,255,0    0.90    0.42    1.47
 sp           731.26,3.95,-113.87    7.89    255,255,0    0.33    0.64    2.10
 sp           -537.52,3.03,-348.44    6.07    255,255,0    0.09    0.32    2.16
 sp           136.19,2.72,-545.53    5.43    255,255,0    0.88    0.09    1.95
 sp           -584.89,3.44,-164.02    6.88    255,255,0    0.94    0.53    1.05
 sp           -565.92,5.06,617.44    10.11    255,255,0    0.28    0.75    2.07
 sp           621.51,1.88,442.69    3.76    255,255,0    0.08    0.66    1.94
 sp           357.85,1.78,-64.19    3.55    255,255,0    0.39    0.45    1.10
 sp           572.65,7.89,297.82    15.79    255,255,0    0.37    0.83    1.42
 sp           -697.41,6.98,436.46    13.95    255,255,0    0.78    0.83    1.92
 sp           -562.51,3.22,216.70    6.44    255,255,0    0.30    1.00    2.05
 sp           -256.84,4.26,-150.74    8.51    255,255,0    0.50    0.21    1.02
 sp           99.45,5.26,275.44    10.51    255,255,0    0.55    0.79    1.29
 sp           -570.28,1.23,128.41    2.47    255,255,0    0.83    0.92    2.09
 sp           -710.77,7.19,390.59    14.37    255,255,0    0.51    0.20    2.35
 sp           33.77,5.35,-61.78    10.69    255,255,0    0.35    0.02    1.18
 sp           652.48,9.19,139.42    18.37    255,255,0    0.02    0.78    1.71
 sp           -913.47,4.53,232.18    9.05    255,255,0    0.77    0.04    1.29
 sp           -147.00,2.90,-528.08    5.79    255,255,0    0.69    0.68    1.80
 sp           79.80,9.08,699.00    18.17    255,255,0    0.02    0.20    2.38
 sp           52.90,8.99,-820.58    17.97    255,255,0    0.92    0.86    2.39
 sp           -779.44,2.44,-427.23    4.88    255,255,0    0.32    0.98    2.26
 sp           -829.10,1.01,146.11    2.01    255,255,0    0.51    0.11    2.28
 sp           -174.79,1.48,-728.70    2.95    255,255,0    0.33    0.28    1.12
 sp           632.47,2.16,-336.87    4.31    255,255,0    0.09    0.86    1.33
 sp           137.20,8.62,-702.45    17.24    255,255,0    0.57    0.66    2.44
 sp           -161.22,1.86,-848.30    3.71    255,255,0    0.47    0.41    1.56
 sp           108.54,7.35,-556.70    14.70    255,255,0    0.68    0.31    1.85
 sp           -313.76,4.91,-516.74    9.82    255,255,0    0.69    0.14    1.75
 sp           610.28,3.79,-439.91    7.57    255,255,0    0.76    0.70    1.58
 sp           719.69,8.12,-656.49    16.24    255,255,0    0.23    0.73    1.02
 sp           878.90,3.89,-182.62    7.79    255,255,0    0.50    0.31    1.91
 sp           -861.00,1.27,262.65    2.54    255,255,0    0.50    0.32    1.26
 sp           295.22,2.47,-839.82    4.93    255,255,0    0.96    0.84    2.29
 sp           -64.90,5.31,-238.07    10.61    255,255,0    0.07    0.22    2.15
 sp           722.78,4.58,-413.13    9.16    255,255,0    0.89    0.80    2.07
 sp           -781.22,9.23,-193.52    18.45    255,255,0    0.97    0.75    1.93
 sp           870.17,8.34,-14.44    16.69    255,255,0    0.41    0.57    1.06
 sp           -640.05,4.00,-145.49    8.00    255,255,0    0.58    0.32    1.20
 sp           -437.36,4.38,-343.09    8.75    255,255,0    0.35    0.44    2.17
 sp           -470.63,5.72,-180.68    11.43    255,255,0    0.88    0.42    1.61
 sp           -119.03,4.86,-636.31    9.72    255,255,0    0.88    0.12    2.38
 sp           383.09,5.39,60.71    10.77    255,255,0    0.73    0.71    2.37
 sp           -870.25,3.10,-423.63    6.20    255,255,0    0.20    0.58    1.92
 sp           -1.02,4.43,-575.52    8.87    255,255,0    0.28    0.48    2.19
 sp           603.87,2.86,-279.44    5.72    255,255,0    0.21    0.80    1.58
 sp           111.01,1.32,-264.31    2.65    255,255,0    0.04    0.10    2.12
 sp           -738.11,2.49,-477.32    4.98    255,255,0    0.92    0.06    1.79
 sp           -742.14,3.94,-462.70    7.88    255,255,0    0.52    0.90    1.00
 sp           -953.64,4.34,-83.59    8.67    255,255,0    0.06    0.50    1.71
 sp           610.81,6.71,-83.11    13.42    255,255,0    0.84    0.65    2.49
 sp           -90.75,5.30,-90.43    10.60    255,255,0    0.93    0.20    1.69
 sp           570.32,8.08,-485.42    16.15    255,255,0    0.31    0.39    1.08
 sp           275.16,9.62,807.63    19.24    255,255,0    0.64    0.93    1.62
 sp           -768.88,1.22,262.79    2.44    255,255,0    0.11    0.09    1.72
 sp           174.92,7.15,-965.97    14.30    255,255,0    0.05    0.64    1.03
 sp           543.76,3.48,-156.42    6.96    255,255,0    0.56    0.73    1.99
 sp           140.67,5.43,-978.34    10.87    255,255,0    0.99    0.02    1.72
 sp           805.58,3.43,6.64    6.87    255,255,0    0.28    0.62    2.35
 sp           562.32,1.04,-368.36    2.09    255,255,0    0.46    0.36    1.96
 sp           -34.48,1.57,-726.60    3.14    255,255,0    0.76    0.69    2.19
 sp           -740.64,1.45,-306.22    2.90    255,255,0    0.12    0.13    1.55
 sp           -755.53,7.57,184.85    15.15    255,255,0    0.76    0.08    2.30
 sp           653.70,6.06,667.24    12.11    255,255,0    0.62    0.25    2.30
 sp           -668.94,4.40,352.62    8.80    255,255,0    0.87    0.90    1.63
 sp           -595.46,4.59,728.21    9.18    255,255,0    0.76    0.49    1.98
 sp           -238.47,6.50,-515.15    13.01    255,255,0    0.99    0.41    1.43
 sp           585.32,3.03,-69.09    6.07    255,255,0    0.56    0.70    1.57
 sp           -80.26,6.86,-381.11    13.72    255,255,0    0.95    0.64    2.03
 sp           828.07,1.35,221.97    2.71    255,255,0    0.57    0.24    1.47
 sp           -857.66,9.69,234.45    19.38    255,255,0    0.36    0.99    1.36
 sp           554.17,4.71,-315.82    9.41    255,255,0    0.15    0.80    2.08
 sp           610.85,4.29,503.78    8.59    255,255,0    0.49    0.27    1.32
 sp           -829.50,1.61,495.88    3.23    255,255,0    0.40    0.21    2.04
 sp           848.30,3.68,275.53    7.36    255,255,0    0.17    0.19    1.12
 sp           -430.03,3.00,-759.23    5.99    255,255,0    0.01    0.93    2.46
 sp           -182.28,2.53,101.38    5.06    255,255,0    0.48    0.95    1.57
 sp           -446.26,6.12,-684.28    12.24    255,255,0    0.50    0.16    1.74
 sp           -55.21,9.23,72.78    18.46    255,255,0    0.71    0.12    1.57
 sp           -729.94,9.37,60.61    18.75    255,255,0    0.30    0.01    2.32
 sp           264.59,6.63,-122.72    13.25    255,255,0    0.12    0.30    1.75
 sp           127.52,6.90,145.06    13.81    255,255,0    0.13    0.07    2.23
 sp           255.50,4.21,87.23    8.42    255,255,0    0.54    0.26    1.72
 sp           843.82,1.07,-216.38    2.15    255,255,0    0.85    0.70    1.02
 sp           468.40,2.74,-242.24    5.49    255,255,0    0.53    0.72    2.28
 sp           -697.86,3.63,-300.90    7.25    255,255,0    0.78    0.46    1.88
 sp           500.20,7.97,577.94    15.94    255,255,0    0.11    0.33    1.05
 sp           168.77,4.81,-494.03    9.62    255,255,0    0.59    0.11    1.18
 sp           216.31,5.49,679.18    10.98    255,255,0    0.80    0.37    1.32
 sp           309.69,6.09,32.73    12.18    255,255,0    0.95    0.29    1.05
 sp           67.73,1.53,133.54    3.05    255,255,0    0.69    0.50    1.33
 sp           849.63,1.08,-506.11    2.16    255,255,0    0.70    0.35    1.51
 sp           461.98,6.34,875.70    12.67    255,255,0    0.15    0.53    2.05
 sp           -451.60,5.84,-722.88    11.68    255,255,0    0.77    0.94    2.35
 sp           978.15,4.78,190.42    9.55    255,255,0    0.55    0.54    2.07
 sp           169.84,3.51,-848.79    7.02    255,255,0    0.64    0.77    2.16
 sp           726.68,1.20,388.31    2.41    255,255,0    0.87    0.39    1.56
 sp           -576.00,3.83,-750.69    7.65    255,255,0    0.80    0.28    2.27
 sp           -918.14,9.31,-347.72    18.62    255,255,0    0.94    0.32    1.78
 sp           -272.90,1.54,739.81    3.08    255,255,0    0.08    0.45    1.20
 sp           -291.14,9.15,-803.32    18.29    255,255,0    0.13    0.96    1.90
 sp           -694.59,9.94,667.62    19.87    255,255,0    0.53    0.05    1.18
 sp           685.41,4.57,701.33    9.14    255,255,0    0.69    0.35    2.42
 sp           339.85,3.48,-210.61    6.96    255,255,0    0.59    0.34    1.89
 sp           -776.72,5.15,404.60    10.30    255,255,0    0.17    0.78    2.37
 sp           -384.69,1.13,-735.33    2.25    255,255,0    0.21    0.26    2.46
 sp           193.52,3.46,-959.52    6.92    255,255,0    0.51    0.33    1.61
 sp           53.26,7.01,81.39    14.03    255,255,0    0.50    0.35    1.13
 sp           746.96,3.59,-200.26    7.18    255,255,0    0.93    0.67    1.65
 sp           -224.31,2.51,-572.79    5.02    255,255,0    0.18    0.35    1.02
 sp           353.41,1.33,892.36    2.66    255,255,0    0.95    0.46    1.55
 sp           -951.45,3.32,-24.51    6.64    255,255,0    0.11    0.80    1.62
 sp           -526.93,6.09,547.93    12.17    255,255,0    0.67    0.16    2.17
 sp           671.34,2.15,-314.14    4.31    255,255,0    0.85    0.02    1.11
 sp           -493.83,5.67,-348.30    11.33    255,255,0    0.16    0.35    1.01
 sp           664.23,7.96,185.58    15.92    255,255,0    0.33    0.54    1.92
 sp           -550.15,4.49,556.51    8.98    255,255,0    0.79    0.45    1.82
 sp           137.74,9.03,-436.70    18.06    255,255,0    0.70    0.13    2.37
 sp           -390.92,2.87,-449.29    5.74    255,255,0    0.82    0.43    1.84
 sp           658.24,1.14,699.71    2.28    255,255,0    0.64    0.68    1.91
 sp           -183.76,2.35,-978.89    4.70    255,255,0    0.02    0.24    2.39
 sp           -180.90,4.37,-948.84    8.74    255,255,0    0.96    0.59    1.98
 sp           290.92,1.79,-264.97    3.57    255,255,0    0.85    0.19    1.78
 sp           -772.14,3.92,-11.69    7.84    255,255,0    0.49    0.45    2.38
 sp           -711.08,2.89,-390.61    5.79    255,255,0    0.93    0.07    1.41
 sp           450.97,5.55,-190.34    11.10    255,255,0    0.78    0.44    1.85
 sp           -718.87,2.32,479.00    4.65    255,255,0    0.47    0.23    1.90
 sp           -232.18,9.15,-255.35    18.29    255,255,0    0.59    0.31    2.46
 sp           17.29,3.29,772.85    6.57    255,255,0    0.34    0.24    1.35
 sp           393.25,1.69,489.71    3.38    255,255,0    0.26    0.59    2.05
 sp           835.90,4.98,454.23    9.96    255,255,0    0.07    0.19    2.00
 sp           330.80,1.38,152.06    2.76    255,255,0    0.57    0.17    1.52
 sp           -538.58,3.59,93.47    7.18    255,255,0    0.48    0.89    1.79
 sp           -139.30,8.44,-921.23    16.89    255,255,0    0.13    0.96    1.83
 sp           -510.65,3.90,375.61    7.80    255,255,0    0.29    0.26    1.74
 sp           -349.90,9.68,34.59    19.36    255,255,0    0.85    0.23    1.06
